Category_ID,Category_path,Top-Level Category (Level 1),Sub Category (Level 2),Product Category (Level 3),Product Category (Level 4),Product Category (Level 5),Product Category (Level 6),Product Category (Level 7),Product Category (Level 8),Product Category (Level 9),Product Category (Level 10),Assureful RR,Straight Through business,Refer to UW,Refer to Capacity,Reject,Special Acceptance,QBE Comments
15716421,Automotive/Performance Parts & Accessories/Ignition & Electrical/Spark Plugs & Wires/Spark Plugs,Automotive,Performance Parts & Accessories,Ignition & Electrical,Spark Plugs & Wires,Spark Plugs,,,,,,6,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15716471,Automotive/Performance Parts & Accessories/Ignition & Electrical/Spark Plugs & Wires/Wires,Automotive,Performance Parts & Accessories,Ignition & Electrical,Spark Plugs & Wires,Wires,,,,,,6,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15716481,Automotive/Performance Parts & Accessories/Ignition & Electrical/Spark Plugs & Wires/Wires/Looms & Accessories,Automotive,Performance Parts & Accessories,Ignition & Electrical,Spark Plugs & Wires,Wires,Looms & Accessories,,,,,6,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15716501,Automotive/Performance Parts & Accessories/Ignition & Electrical/Spark Plugs & Wires/Wires/Single Lead,Automotive,Performance Parts & Accessories,Ignition & Electrical,Spark Plugs & Wires,Wires,Single Lead,,,,,6,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
4543049011,Automotive/Performance Parts & Accessories/Ignition & Electrical/Spark Plugs & Wires/Wires/Wire Sets,Automotive,Performance Parts & Accessories,Ignition & Electrical,Spark Plugs & Wires,Wires,Wire Sets,,,,,6,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15716531,Automotive/Performance Parts & Accessories/Ignition & Electrical/Systems & Kits,Automotive,Performance Parts & Accessories,Ignition & Electrical,Systems & Kits,,,,,,,6,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
2286884011,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",,,,,,,,6,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717911,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Air Suspension Kits",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Air Suspension Kits,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15716861,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Axle Damper & Kicker Shocks",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Axle Damper & Kicker Shocks,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717321,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Ball Joints",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Ball Joints,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717351,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Body Bushings",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Body Bushings,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15716871,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Boots & Accessories",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Boots & Accessories,,,,,,,7,,,,Yes,Reject,NO
15716881,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Bumpers",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Bumpers,,,,,,,3,,,,Yes,Reject,NO
318328011,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Camber Caster Parts",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Camber Caster Parts,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
46132011,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Cartridges",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Cartridges,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717371,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Center Links",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Center Links,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717381,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Chassis",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Chassis,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717401,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Chassis/Body Lift Kits",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Chassis,Body Lift Kits,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717411,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Chassis/Cam Bolts & Parts",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Chassis,Cam Bolts & Parts,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717421,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Chassis/Hardware & Brackets",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Chassis,Hardware & Brackets,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717451,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Chassis/Lateral Link Bushings",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Chassis,Lateral Link Bushings,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717461,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Chassis/Radius Arm & Parts",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Chassis,Radius Arm & Parts,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717471,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Chassis/Shackles & Parts",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Chassis,Shackles & Parts,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717501,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Chassis/Steering Knuckles",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Chassis,Steering Knuckles,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717521,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Chassis/Track Bar Hardware & Parts",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Chassis,Track Bar Hardware & Parts,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717531,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Chassis/Track Bars",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Chassis,Track Bars,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717541,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Chassis/Trailing Arms",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Chassis,Trailing Arms,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717551,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Coil Springs & Parts",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Coil Springs & Parts,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
46133011,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Complete Assemblies",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Complete Assemblies,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717631,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Control Arms & Parts",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Control Arms & Parts,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717671,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Control Arms & Parts/Bushing Kits",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Control Arms & Parts,Bushing Kits,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717681,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Control Arms & Parts/Control Arms",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Control Arms & Parts,Control Arms,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15716891,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Cushions & Mounts",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Cushions & Mounts,,,,,,,7,,,,Yes,Reject,NO
15717731,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Drag Links",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Drag Links,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15716901,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Dual Shock Kits",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Dual Shock Kits,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717741,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Idler Arms & Parts",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Idler Arms & Parts,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717751,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Idler Arms & Parts/Bushings",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Idler Arms & Parts,Bushings,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717761,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Idler Arms & Parts/Idler Arms",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Idler Arms & Parts,Idler Arms,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717791,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Leaf Springs & Parts",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Leaf Springs & Parts,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717801,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Leaf Springs & Parts/Bushings",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Leaf Springs & Parts,Bushings,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717811,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Leaf Springs & Parts/Helpers",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Leaf Springs & Parts,Helpers,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717821,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Leaf Springs & Parts/Leaf Springs",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Leaf Springs & Parts,Leaf Springs,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717011,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Lift Supports & Struts",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Lift Supports & Struts,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717021,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Mounting Kits",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Mounting Kits,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717831,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Pitman Arms",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Pitman Arms,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717131,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Shock Bushings",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Shock Bushings,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
46345011,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Shocks & Struts",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Shocks & Struts,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
318326011,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Stabilizers",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Stabilizers,,,,,,,3,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717141,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Strut Bushings",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Strut Bushings,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717171,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Strut Tower Braces",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Strut Tower Braces,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717921,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Sway Bars & Parts",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Sway Bars & Parts,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717941,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Sway Bars & Parts/Bushings",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Sway Bars & Parts,Bushings,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717951,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Sway Bars & Parts/Kits",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Sway Bars & Parts,Kits,,,,,,3,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717961,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Sway Bars & Parts/Link Kits",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Sway Bars & Parts,Link Kits,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717971,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Sway Bars & Parts/Sway Bars",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Sway Bars & Parts,Sway Bars,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717981,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Tie Rod Ends & Parts",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Tie Rod Ends & Parts,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717991,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Tie Rod Ends & Parts/Adjusting Sleeves",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Tie Rod Ends & Parts,Adjusting Sleeves,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15718011,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Tie Rod Ends & Parts/Tie Rod Ends",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Tie Rod Ends & Parts,Tie Rod Ends,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15718091,"Automotive/Performance Parts & Accessories/Shocks, Struts & Suspension/Torsion Bars",Automotive,Performance Parts & Accessories,"Shocks, Struts & Suspension",Torsion Bars,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
193806011,Automotive/Performance Parts & Accessories/Starters & Alternators,Automotive,Performance Parts & Accessories,Starters & Alternators,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15710361,Automotive/Performance Parts & Accessories/Starters & Alternators/Alternators & Generators,Automotive,Performance Parts & Accessories,Starters & Alternators,Alternators & Generators,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15710371,Automotive/Performance Parts & Accessories/Starters & Alternators/Alternators & Generators/Alternators,Automotive,Performance Parts & Accessories,Starters & Alternators,Alternators & Generators,Alternators,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15710421,Automotive/Performance Parts & Accessories/Starters & Alternators/Alternators & Generators/Pulleys,Automotive,Performance Parts & Accessories,Starters & Alternators,Alternators & Generators,Pulleys,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15710441,Automotive/Performance Parts & Accessories/Starters & Alternators/Alternators & Generators/Voltage Regulators,Automotive,Performance Parts & Accessories,Starters & Alternators,Alternators & Generators,Voltage Regulators,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717191,Automotive/Performance Parts & Accessories/Starters & Alternators/Starters & Parts,Automotive,Performance Parts & Accessories,Starters & Alternators,Starters & Parts,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717271,Automotive/Performance Parts & Accessories/Steering System,Automotive,Performance Parts & Accessories,Steering System,,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717281,Automotive/Performance Parts & Accessories/Steering System/Power Steering,Automotive,Performance Parts & Accessories,Steering System,Power Steering,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15717291,Automotive/Performance Parts & Accessories/Steering System/Rack & Pinion,Automotive,Performance Parts & Accessories,Steering System,Rack & Pinion,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15718101,Automotive/Performance Parts & Accessories/Switches & Relays,Automotive,Performance Parts & Accessories,Switches & Relays,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15718111,Automotive/Performance Parts & Accessories/Switches & Relays/Relays,Automotive,Performance Parts & Accessories,Switches & Relays,Relays,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15718121,Automotive/Performance Parts & Accessories/Switches & Relays/Switches,Automotive,Performance Parts & Accessories,Switches & Relays,Switches,,,,,,,6,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15719731,Automotive/Replacement Parts,Automotive,Replacement Parts,,,,,,,,,10,,,,Yes,Reject,NO
15719911,Automotive/Replacement Parts/Batteries & Accessories,Automotive,Replacement Parts,Batteries & Accessories,,,,,,,,10,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15719921,Automotive/Replacement Parts/Batteries & Accessories/Batteries,Automotive,Replacement Parts,Batteries & Accessories,Batteries,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
15719931,Automotive/Replacement Parts/Batteries & Accessories/Battery Accessories,Automotive,Replacement Parts,Batteries & Accessories,Battery Accessories,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
